Open Context URI,Item label,Project URI,Project name,Related person(s),Context (1),Context (2),Context (3),Context (4),Context (5),Context URI,Latitude (WGS84),Longitude (WGS84),Early (Cal. BP),Late (Cal. BP),Has anatomical identification [URI],Has anatomical identification [Label],Has anatomical identification [Source value],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has Biological Taxonomy [Source value],Has fusion character (distal) [URI],Has fusion character (distal) [Label],Has fusion character (distal) [Source value],Has fusion character (proximal) [URI],Has fusion character (proximal) [Label],Has fusion character (proximal) [Source value],Has physiological sex determination [URI],Has physiological sex determination [Label],Has physiological sex determination [Source value],Taxon [Source],Element [Source],Side [Source],Proximal Fusion [Source],Distal Fusion [Source],Reference [Source],Year [Source],Retrieval Method [Source],Species [Source],Species Comment [Source],Part [Source],Size [Source],Age Data [Source],Retrieval % [Source],Volume [Source],Mesh Size [Source],Sex [Source],Weight [Source],Comments [Source],Fusion stages [Source],Number of Elements [Source],Sample No [Source],Age group [Source],Cutmarks [Source],Stratum [Source],Bd [Source],SD [Source],Bp [Source],Bp (unfused) [Source],GL [Source],GL (unfused) [Source],Dp (unfused) [Source],GB [Source],Bd (unfused) [Source],BFp [Source],Dl [Source],Dm [Source],Dp [Source],GB (unfused) [Source],GL1 [Source],GLm [Source]
http://opencontext.org/subjects/TESTSPA0000005741,Bone Ref# 2374,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,proximal fused,,,,Ovis sp.,Proximal Phalanx,NA,proximal fused,,2374,PB 94,Floatation,Unknown,Ovis,Proximal end & diaphysis fragment,2-5 cm,Adult,100,80,>5,,,,Over 13-16 mon,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000005742,Bone Ref# 2375,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Middle Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,distal fused,,,,,,,Ovis sp.,Middle Phalanx,NA,,distal fused,2375,PB 94,Floatation,Unknown,Ovis,Distal end & diaphysis fragment,2-5 cm,Adult,100,80,>5,,,Burnt,Over 13-16 mon,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006072,Bone Ref# 2376,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,proximal fused,,,,Ovis sp.,Proximal Phalanx,NA,proximal fused,,2376,PB 94,Floatation,Unknown,Ovis,Diaphysis fragment,<2 cm,Adult,100,80,>5,,,Burnt,Over 13-16 mon,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000005743,Bone Ref# 2377,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Middle Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Middle Phalanx,Left,,,2377,PB 94,Floatation,Unknown,Ovis,Complete,2-5 cm,Unfused,100,80,>5,,,,Under 13-16 mon,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006073,Bone Ref# 2378,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001447,tarsal bone,Tarsal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Tarsal Bone,Left,,,2378,PB 94,Floatation,Unknown,Ovis,Centraquartal Bone Complete,<2 cm,Adult,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000005744,Bone Ref# 2379,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001447,tarsal bone,Tarsal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Tarsal Bone,Left,,,2379,PB 94,Floatation,Unknown,Ovis,Complete I & II,2-5 cm,Adult,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006074,Bone Ref# 2380,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001435,carpal bone,Carpal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Carpal Bone,Right,,,2380,PB 94,Floatation,Unknown,Ovis,Ulnar Carpal Bone Complete,<2 cm,Adult,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006075,Bone Ref# 2381,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001435,carpal bone,Carpal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Carpal Bone,Left,,,2381,PB 94,Floatation,Unknown,Ovis,Almost Complete Radial Carpal Bone,<2 cm,Adult,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000005745,Bone Ref# 2382,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001435,carpal bone,Carpal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Carpal Bone,NA,,,2382,PB 94,Floatation,Unknown,Ovis,Fragment II & III,2-5 cm,Adult,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006076,Bone Ref# 2383,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001479,sesamoid bone,Sesamoid Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Sesamoid Bone,NA,,,2383,PB 94,Floatation,Unknown,Ovis,Fragment Distal Bone,<2 cm,Adult,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006077,Bone Ref# 2384,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001447,tarsal bone,Tarsal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Tarsal Bone,Right ?,,,2384,PB 94,Floatation,Unknown,Ovis,Complete I,<2 cm,Adult,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004866,Bone Ref# 2385,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002446,patella,Patella,,,,,,,,,,,,,Not Identifiable,Patella,NA,,,2385,PB 94,Floatation,Unknown,Not Identifiable,Complete,<2 cm,Lamb?,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003913,Bone Ref# 2386,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/7662,Carnivora,Carnivore,,,,,,,,,,Carnivore,Proximal Phalanx,Right,,,2386,PB 94,Floatation,Unknown,Carnivore,Distal end & diaphysis fragment,<2 cm,Roots closed,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006574,Bone Ref# 2387,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,Mandible,http://eol.org/pages/1642,Mammalia,Small Mammal,,,,,,,,,,Small Mammal,Mandible,NA,,,2387,PB 94,Floatation,Unknown,Small Mammal,Fragment,<2 cm,NA,100,80,>5,,,Burnt,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006575,Bone Ref# 2388,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002228,rib,Rib,http://eol.org/pages/1642,Mammalia,Small Mammal,,,,,,,,,,Small Mammal,Rib,NA,,,2388,PB 94,Floatation,Unknown,Medium Mammal,Fragments,<2 cm,NA,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006570,Bone Ref# 2389,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002412,vertebra,Vertebrae,http://eol.org/pages/1642,Mammalia,Small Mammal,,,,,,,,,,Small Mammal,Vertebrae,NA,,,2389,PB 94,Floatation,Unknown,Small Mammal,Fragments,2-5 cm,NA,100,80,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003551,Bone Ref# 2391,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0011205,carpometacarpus,Carpo-Metacarpus,http://eol.org/pages/695,Aves,Aves,,,,,,,,,,Aves,Carpo-Metacarpus,NA,,,2391,PB 94,Floatation,Unknown,Bird,Diaphysis fragment,<2 cm,NA,100,80,>5,,5.3,,,,30,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006358,Bone Ref# 2392,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAW,http://opencontext.org/subjects/TESTSPA0000003552,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0013586,fused metapodial bones 3 and 4,Metapodial,http://eol.org/pages/2851411,Caprinae,Ovis/Capra,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,distal unfused ,,,,,,,Ovis/Capra,Metapodial,NA,,distal unfused ,2392,PB 94,Floatation,Unknown,Ovis/Capra?,Distal diaphysis fragment,2-5 cm,Unfused,100,80,>5,,,,Under 1.5-2.25 yrs,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004683,Bone Ref# 2461,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002228,rib,Rib,,,,,,,,,,,,,Not Identifiable,Rib,NA,,,2461,PB 94,Floatation,Unknown,Not Identifiable,Fragments,2-5 cm,NA,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003971,Bone Ref# 2462,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,Radius,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,distal unfused ,,,,,,,Cervus elaphus,Radius,Left,,distal unfused ,2462,PB 94,Floatation,Unknown,Cervid,Distal epiphysis fragment,<2 cm,Unfused,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006062,Bone Ref# 2463,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001479,sesamoid bone,Sesamoid Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Sesamoid Bone,NA,,,2463,PB 94,Floatation,Unknown,Ovis,Complete,<2 cm,NA,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006063,Bone Ref# 2464,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001479,sesamoid bone,Sesamoid Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Sesamoid Bone,NA,,,2464,PB 94,Floatation,Unknown,Ovis,Complete,<2 cm,NA,100,40,>5,,,Burnt,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003972,Bone Ref# 2465,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001435,carpal bone,Carpal Bone,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus,,,,,,,,,,Cervus elaphus,Carpal Bone,Right,,,2465,PB 94,Floatation,Unknown,Cervid,Almost complete Ulnar Bone,<2 cm,Adult,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004864,Bone Ref# 2466,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,2466,PB 94,Floatation,Unknown,Not Identifiable,Fragments,<2 cm,NA,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003973,Bone Ref# 2467,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,Tooth,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus,,,,,,,,,,Cervus elaphus,Tooth,NA,,,2467,PB 94,Floatation,Unknown,Cervid,Fragment,<2 cm,NA,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004684,Bone Ref# 2468,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,Teeth,,,,,,,,,,,,,Not Identifiable,Teeth,NA,,,2468,PB 94,Floatation,Unknown,Not Identifiable,Fragments,2-5 cm,NA,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003548,Bone Ref# 2469,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0011205,carpometacarpus,Carpo-Metacarpus,http://eol.org/pages/695,Aves,Aves,,,,,,,,,,Aves,Carpo-Metacarpus,Left,,,2469,PB 94,Floatation,Unknown,Bird:  Teal like,Proximal end & diaphysis fragment,<2 cm,NA,100,40,>5,,,,,,27,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003550,Bone Ref# 2470,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAU,http://opencontext.org/subjects/TESTSPA0000003549,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,Humerus,http://eol.org/pages/695,Aves,Aves,,,,,,,,,,Aves,Humerus,Left,,,2470,PB 94,Floatation,Unknown,Bird:  Heron Type,Proximal end fragment,<2 cm,NA,100,40,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004865,Bone Ref# 2471,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,2471,PB 94,Floatation,Unknown,Not Identifiable,Fragments,<2 cm,NA,100,36,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004685,Bone Ref# 2472,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,,,,,,,,,,,,,,,,Not Identifiable,Bone,NA,,,2472,PB 94,Floatation,Unknown,Not Identifiable,Fragments,2-5 cm,NA,100,36,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006064,Bone Ref# 2473,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001435,carpal bone,Carpal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,proximal fused,,,,Ovis sp.,Carpal Bone,Right,proximal fused,,2473,PB 94,Floatation,Unknown,Ovis,Almost Complete,<2 cm,Adult,100,36,>5,,,,,,,,Distal end cut off,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006065,Bone Ref# 2474,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001435,carpal bone,Carpal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Carpal Bone,NA,,,2474,PB 94,Floatation,Unknown,Ovis,Almost complete Accessory Bone,<2 cm,Adult,100,36,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006066,Bone Ref# 2475,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001447,tarsal bone,Tarsal Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Tarsal Bone,Right,,,2475,PB 94,Floatation,Unknown,Ovis,Complete II or III,<2 cm,Adult,100,36,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000005728,Bone Ref# 2476,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,distal fused,,,,,,,Ovis sp.,Proximal Phalanx,NA,,distal fused,2476,PB 94,Floatation,Unknown,Ovis,Distal end & diaphysis fragment,2-5 cm,Adult,100,36,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006067,Bone Ref# 2477,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001479,sesamoid bone,Sesamoid Bone,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Sesamoid Bone,NA,,,2477,PB 94,Floatation,Unknown,Ovis,Almost Complete,<2 cm,NA,100,36,>5,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000003719,Bone Ref# 2478,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001479,sesamoid bone,Sesamoid Bone,http://eol.org/pages/11021570,Bos primigenius,Bos primigenius,,,,,,,,,,Bos primigenius,Sesamoid Bone,NA,,,2478,PB 94,Floatation,primigenius,Bos ?,Complete Proximal bone,<2 cm,Adult,100,36,>5,,,,,,28,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000006068,Bone Ref# 2479,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAV,http://opencontext.org/subjects/TESTSPA0000003720,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Proximal Phalanx,http://eol.org/pages/39510,Ovis,Ovis sp.,,,,,,,,,,Ovis sp.,Proximal Phalanx,NA,,,2479,PB 94,Floatation,Unknown,Ovis,Complete,<2 cm,Unfused,100,36,>5,,,Burnt,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004125,Bone Ref# 2511,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAK,http://opencontext.org/subjects/TESTSPA0000003500,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0002374,metacarpal bone,Metacarpal,http://eol.org/pages/1670,Equidae,Equus sp.,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,proximal fused,,,,Equus sp.,Metacarpal,NA,proximal fused,,2511,PB 94,Floatation,Unknown,,Proximal end & diaphysis fragment,5-10 cm,Adult,100,340,5,,24.3,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/TESTSPA0000004097,Bone Ref# 2512,http://opencontext.org/projects/TESTPRJ0000000004,Pınarbaşı 1994: Animal Bones,Denise Carruthers,Turkey,Pınarbaşı,Site B,Stratum 4,Context BAK,http://opencontext.org/subjects/TESTSPA0000003500,37.49432,33.018551,8650,7950,http://purl.obolibrary.org/obo/UBERON_0001098,incisor tooth,Teeth,http://eol.org/pages/1670,Equidae,Equus sp.,,,,,,,,,,Equus sp.,Teeth,NA,,,2512,PB 94,Floatation,Unknown,,Fragments,2-5 cm,NA,100,340,5,,36.9,,,,,,,,,,,,,,,,,,,,,,,
