Open Context URI,Item label,Project URI,Project name,Related person(s),Context (1),Context (2),Context (3),Context (4),Context URI,Latitude (WGS84),Longitude (WGS84),Early (Cal. BP),Late (Cal. BP),Has anatomical identification [URI],Has anatomical identification [Label],Has anatomical identification [Source value],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has Biological Taxonomy [Source value],Has physiological sex determination [URI],Has physiological sex determination [Label],Has physiological sex determination [Source value],Has fusion character (distal) [URI],Has fusion character (distal) [Label],Has fusion character (distal) [Source value],Has fusion character (proximal) [URI],Has fusion character (proximal) [Label],Has fusion character (proximal) [Source value],Archaeological Horizon [Source],Osteo Id [Source],Taxonomic Id [Source],Articulation [Source],Symmetry [Source],Sex [Source],Pathology [Source],Number Of Fragments [Source],Number Of Elements [Source],Proximaldistal [Source],Fusion Proximal [Source],Fusion Distal [Source],Completeness Of Element [Source],Completeness Of Portion [Source],Fragmentation [Source],Maxilla With Teeth [Source],Mandible Fragment [Source],Mandible With Teeth [Source],Tooth Type [Source],Tooth Class [Source],Tooth Number [Source],dP4 [Source],P4 [Source],M1 [Source],M2 [Source],M3 [Source],Length of dP4 at occlusal surface [Source],Distal depth on medial side (L) Legge's TD [Source],Greatest breadth of the proximal end (trochlea) [Source],Length of M3 at occlusal surface [Source],Greatest lateral depth [Source],"Height of the collum of the trochlea, central groove (HTC) [Source]",Depth of the lateral verticillus (B) [Source],Length of the glenoid cavity-including cranial lip (LP) [Source],Breadth of acetabulum [Source],Height of M1on lingual side from apex to occlusal surface between the first two cusps [Source],Greatest breadth over the wings (GLF) [Source],Height across dorsal to ventral arch (H) [Source],Depth of the lateral trochlear condyle (B) [Source],Breadth of dP4 at occlusal surface [Source],Height of M2 on lingual side from apex to occlusal surface between the first two cusps [Source],Breadth of M3 at occlusal surface [Source],Minimum height of neck-from base of spine to articular surface [Source],Height from the base line at rest [Source],Greatest length without epiphysis [Source],Greatest breadth of facies articularis cranialis (BFcr) [Source],Maximum H of M3 on buccal side of anterior cusp from enamel-dentin junction to occlusal surface [Source],Basal breadth of M3 [Source],Greatest breadth of facies articularis caudalis (BFcd) [Source],Breadth [Source],Depth of the medial verticillus (B) [Source],Breadth of the third cusp (posterior) of M3 (for O/C) [Source],Depth of the distal end-- flat against anterior side [Source],Middle breadth of the sole (MBS) [Source],Maximum H of M1 on buccal side of anterior cusp from enamel-dentin junction to occlusal surface [Source],Height of M3 on lingual side from apex to occlusal surface between the first two cusps [Source],Basal length of M3 [Source],Width of the lateral condyle (P) [Source],Basal breadth of dP4 [Source],"Basal length of dP4: base at crown, maximum length of the enamel [Source]",Width of the medial condyle (P) [Source],Depth of the medial trochlear condyle (B) [Source],Maximum H of dP4 on buccal side of anterior cusp from enamel dentin junction to occlusal surface [Source],Greatest breadth of the trochlea (BT) [Source],Greatest breadth of the facies articularis proximalis (BFp) [Source],Greatest length of the lateral half (GLl) [Source],Greatest depth of the medial half (Dm) [Source],Depth of the proximal end (equids) (Dp) [Source],Greatest length (GL) [Source],Greatest depthof the lateral half (Dl) [Source],Greatest breadth of facies articularis didtalis (BFd) [Source],Greatest depth of the distal end (Dd) [Source],Smallest length of collum scapulae (SLC) [Source],Greatest length of the medial half (GLm) [Source],Greatest diagonal length of the sole (DLS) [Source],Greatest breadth of the proximal end (Bp) [Source],Breadth of the glenoid cavity (BG) [Source],Greatest breadth of the distal end (Bd) [Source],Length of the dorsal surface (Ld) [Source],Greatest length of the peripheral/abaxial half (GLpe) [Source],Greatest depth of the proximal end (Dp) [Source],Length of olecranon (only in ruminants) (LO) [Source],Length of acetabulum including the lip (LA) [Source],Greatest length of the processus gleonidalis (GLP) [Source],Greatest breadth across the coronoid process (BPC) [Source],Smallest depth of the olecranon (SDO) [Source],Depth across the processus anconeus (BPC) [Source]
http://opencontext.org/subjects/F9E7F7B4-A948-43CD-8400-80BFDEDC725C,Bone F1319-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square F13,http://opencontext.org/subjects/790F2455-5F9E-4AA9-BC8E-B2FBC6A809A4,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,Radius,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,Unfused,,,,19,Radius,Ovis/Capra,Separate,Right,Nonidentified,No pathology,1,1,Distal,Not applicable,Unfused,< 1/4 of estimated size,Complete,Loose epiphysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,,,,,,27.7,,,,,,,,,
http://opencontext.org/subjects/D144A143-D6C3-4F60-4AE9-7014C3AB1489,Bone F1320-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square F13,http://opencontext.org/subjects/790F2455-5F9E-4AA9-BC8E-B2FBC6A809A4,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,Metatarsus III + IV,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,20,Metatarsus III + IV,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,< 1/4 of estimated size,Complete,Loose epiphysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/BF2AAF55-644D-42B4-7AAF-B9466E54FF75,Bone G1217-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G12,http://opencontext.org/subjects/FD270D9E-CCBA-4D85-09BC-17A64C6BDEB5,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Phalanx anterior/posterior 2,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,Fused,17,Phalanx anterior/posterior 2,Ovis orientalis,Separate,Not applicable,Nonidentified,No pathology,1,1,Proximal,Fused,Not applicable,"> 1/4, but < 1/2",1/2,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/6ECECD76-0449-4A67-587D-5EBE0A4A94A2,Bone G1317-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001474,bone,Nonidentified long bone shaft fragment,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,17,Nonidentified long bone shaft fragment,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,713,0,Shaft,Not applicable,Not applicable,Not applicable,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/17B867FE-6E39-443C-46FD-AF27B162C043,Bone G1318-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013587,fused metacarpal bones 3 and 4,Metacarpus III + IV,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,18,Metacarpus III + IV,Ovis orientalis,Separate,Right,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,"> 1/4, but < 1/2",Complete,End + shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/F2C47FEB-4369-4D67-742E-AA1D8EFA1C7D,Bone D1417-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,Radius,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,Fused,17,Radius,Ovis/Capra,Separate,Right,Nonidentified,No pathology,1,1,Proximal,Fused,Not applicable,"> 1/4, but < 1/2",1/2,End splinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/D2DD79FA-72A3-442D-D053-2C236038DF0E,Bone D1418-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,Loose mandibular tooth,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Loose mandibular tooth,Ovis/Capra,Separate,Right,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,Lower deciduous,Incisor,"1, 2 or 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/11787368-2B76-4327-8C0A-95271043F3F5,Bone D1419-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,Scapula,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,19,Scapula,Ovis/Capra,Separate,Right,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,1/2,Complete,End + shaft,,,,,,,,,,,,,,,,,,,27.1,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,22.7,,,,,,,35.3,,,
http://opencontext.org/subjects/A6D160A5-201E-459A-A252-D6F03ED8097B,Bone F1419-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,Metatarsus III + IV,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,Unfused,,,,19,Metatarsus III + IV,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Distal,Not applicable,Unfused,< 1/4 of estimated size,1/2,Loose epiphysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/C0BACC83-5F50-4FC7-2A71-8BD20CD273B5,Bone F1420-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,Metatarsus III + IV,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,20,Metatarsus III + IV,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/94DD8E44-6A8B-4777-A4F7-1D3067D200F9,Bone G1217-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,Tibia,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,Unfused,,,,17,Tibia,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Distal shaft,Not applicable,Unfused,Nonidentified,Not applicable,Cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/46BA1EEB-3213-4FD1-174C-6BFED071F3F3,Bone G1218-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,Radius,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Radius,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/065E5DF7-8A7B-4AE4-0F04-BED29E342A9B,Bone G1420-55,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G14,http://opencontext.org/subjects/D7F3719B-C90B-44CB-E19A-5A82CBA55B99,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,Metatarsus III + IV,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,20,Metatarsus III + IV,Ovis orientalis,Separate,Left,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,< 1/4 of estimated size,Complete,End only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/752E099D-40AF-4EE3-CB96-317B41C8BC9A,Bone D1417-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square D14,http://opencontext.org/subjects/9C14FD61-5111-4069-82C6-70841CD353DC,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,Tibia,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,17,Tibia,Ovis/Capra,Separate,Left,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,"> 1/4, but < 1/2",1/2,End splinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/1EF419CF-B0FE-4B65-2252-4D64B6FBE104,Bone F1319-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square F13,http://opencontext.org/subjects/790F2455-5F9E-4AA9-BC8E-B2FBC6A809A4,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,Radius,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,Unfused,,,,19,Radius,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Distal shaft,Not applicable,Unfused,Not applicable,Not applicable,Cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/4C07F95C-7D55-4F2A-AF6A-2014B21CE849,Bone F1320-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square F13,http://opencontext.org/subjects/790F2455-5F9E-4AA9-BC8E-B2FBC6A809A4,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,Metatarsus III + IV,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,20,Metatarsus III + IV,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,< 1/4 of estimated size,Complete,End only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/E3FEC3F0-33EA-4666-0DE1-41E04F537F38,Bone G1217-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G12,http://opencontext.org/subjects/FD270D9E-CCBA-4D85-09BC-17A64C6BDEB5,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx,Phalanx anterior/posterior 3,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus,,,,,,,,,,17,Phalanx anterior/posterior 3,Capra aegagrus,Separate,Not applicable,Nonidentified,No pathology,1,1,Complete,Not applicable,Not applicable,Complete,Complete,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/DFE0CA44-65C9-4E8A-C1FA-8CE3CD661DBC,Bone G1317-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001474,bone,Nonidentified long bone shaft fragment,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,17,Nonidentified long bone shaft fragment,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,262,0,Shaft,Not applicable,Not applicable,Not applicable,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/578251AA-45A3-4030-441A-04B96C4D3146,Bone G1318-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,Metatarsus III + IV,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,18,Metatarsus III + IV,Ovis orientalis,Separate,Not applicable,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,"> 1/4, but < 1/2",1/2,End splinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/F9E00015-D30C-4406-C55D-7DBB5FF89BC7,Bone D1417-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,Radius,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,Fused,17,Radius,Ovis/Capra,Separate,Right,Nonidentified,No pathology,1,1,Proximal,Fused,Not applicable,"> 1/4, but < 1/2",1/2,End splinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/31139AEF-C208-424D-EA19-5512E19FF245,Bone D1418-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,Loose mandibular tooth,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Loose mandibular tooth,Ovis/Capra,Separate,Right,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,Lower deciduous,Incisor,"1, 2 or 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/8667FE21-C6A9-4D38-B866-FCE31AC8DF63,Bone D1419-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,Scapula,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,Fused,,,,19,Scapula,Ovis orientalis,Separate,Right,Nonidentified,No pathology,1,1,Distal,Not applicable,Fused,1/2,Complete,End + shaft,,,,,,,,,,,,,,,,,,,26.6,,,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,,,,20.1,,,,,,,32.9,,,
http://opencontext.org/subjects/6D56217D-CF3D-425C-B394-40B35D75AD3A,Bone F1419-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,Metatarsus III + IV,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,Unfused,,,,19,Metatarsus III + IV,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,1,Distal,Not applicable,Unfused,< 1/4 of estimated size,1/2,Loose epiphysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/8CCC34E1-B379-41F4-82BF-312CAED9EC47,Bone F1420-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000981,femur,Femur,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,20,Femur,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/91995048-B1C3-455C-76E1-ED95FA8C09BA,Bone G1217-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,Tibia,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,Unfused,,,,17,Tibia,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Distal shaft,Not applicable,Unfused,Nonidentified,Not applicable,Cylinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/8BD862AF-4A6F-4B2E-C6AA-D574928BBE84,Bone G1218-56,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,Tibia,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Tibia,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
