Open Context URI,Item label,Project URI,Project name,Related person(s),Context (1),Context (2),Context (3),Context (4),Context URI,Latitude (WGS84),Longitude (WGS84),Early (Cal. BP),Late (Cal. BP),Has anatomical identification [URI],Has anatomical identification [Label],Has anatomical identification [Source value],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has Biological Taxonomy [Source value],Has physiological sex determination [URI],Has physiological sex determination [Label],Has physiological sex determination [Source value],Has fusion character (distal) [URI],Has fusion character (distal) [Label],Has fusion character (distal) [Source value],Has fusion character (proximal) [URI],Has fusion character (proximal) [Label],Has fusion character (proximal) [Source value],Archaeological Horizon [Source],Osteo Id [Source],Taxonomic Id [Source],Articulation [Source],Symmetry [Source],Sex [Source],Pathology [Source],Number Of Fragments [Source],Number Of Elements [Source],Proximaldistal [Source],Fusion Proximal [Source],Fusion Distal [Source],Completeness Of Element [Source],Completeness Of Portion [Source],Fragmentation [Source],Maxilla With Teeth [Source],Mandible Fragment [Source],Mandible With Teeth [Source],Tooth Type [Source],Tooth Class [Source],Tooth Number [Source],dP4 [Source],P4 [Source],M1 [Source],M2 [Source],M3 [Source],Length of dP4 at occlusal surface [Source],Distal depth on medial side (L) Legge's TD [Source],Greatest breadth of the proximal end (trochlea) [Source],Length of M3 at occlusal surface [Source],Greatest lateral depth [Source],"Height of the collum of the trochlea, central groove (HTC) [Source]",Depth of the lateral verticillus (B) [Source],Length of the glenoid cavity-including cranial lip (LP) [Source],Breadth of acetabulum [Source],Height of M1on lingual side from apex to occlusal surface between the first two cusps [Source],Greatest breadth over the wings (GLF) [Source],Height across dorsal to ventral arch (H) [Source],Depth of the lateral trochlear condyle (B) [Source],Breadth of dP4 at occlusal surface [Source],Height of M2 on lingual side from apex to occlusal surface between the first two cusps [Source],Breadth of M3 at occlusal surface [Source],Minimum height of neck-from base of spine to articular surface [Source],Height from the base line at rest [Source],Greatest length without epiphysis [Source],Greatest breadth of facies articularis cranialis (BFcr) [Source],Maximum H of M3 on buccal side of anterior cusp from enamel-dentin junction to occlusal surface [Source],Basal breadth of M3 [Source],Greatest breadth of facies articularis caudalis (BFcd) [Source],Breadth [Source],Depth of the medial verticillus (B) [Source],Breadth of the third cusp (posterior) of M3 (for O/C) [Source],Depth of the distal end-- flat against anterior side [Source],Middle breadth of the sole (MBS) [Source],Maximum H of M1 on buccal side of anterior cusp from enamel-dentin junction to occlusal surface [Source],Height of M3 on lingual side from apex to occlusal surface between the first two cusps [Source],Basal length of M3 [Source],Width of the lateral condyle (P) [Source],Basal breadth of dP4 [Source],"Basal length of dP4: base at crown, maximum length of the enamel [Source]",Width of the medial condyle (P) [Source],Depth of the medial trochlear condyle (B) [Source],Maximum H of dP4 on buccal side of anterior cusp from enamel dentin junction to occlusal surface [Source],Greatest breadth of the trochlea (BT) [Source],Greatest breadth of the facies articularis proximalis (BFp) [Source],Greatest length of the lateral half (GLl) [Source],Greatest depth of the medial half (Dm) [Source],Depth of the proximal end (equids) (Dp) [Source],Greatest length (GL) [Source],Greatest depthof the lateral half (Dl) [Source],Greatest breadth of facies articularis didtalis (BFd) [Source],Greatest depth of the distal end (Dd) [Source],Smallest length of collum scapulae (SLC) [Source],Greatest length of the medial half (GLm) [Source],Greatest diagonal length of the sole (DLS) [Source],Greatest breadth of the proximal end (Bp) [Source],Breadth of the glenoid cavity (BG) [Source],Greatest breadth of the distal end (Bd) [Source],Length of the dorsal surface (Ld) [Source],Greatest length of the peripheral/abaxial half (GLpe) [Source],Greatest depth of the proximal end (Dp) [Source],Length of olecranon (only in ruminants) (LO) [Source],Length of acetabulum including the lip (LA) [Source],Greatest length of the processus gleonidalis (GLP) [Source],Greatest breadth across the coronoid process (BPC) [Source],Smallest depth of the olecranon (SDO) [Source],Depth across the processus anconeus (BPC) [Source]
http://opencontext.org/subjects/8C172A11-30D8-4D6B-AA42-A34D001124BA,Bone D1419-176,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0002395,talus,Astragalus,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,19,Astragalus,Ovis/Capra,Separate,Right,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Complete,Complete,Complete,,,,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,19.7,,,18.4,,,,30.4,,,,21.3,,,,,,,,,
http://opencontext.org/subjects/D3764E59-53E0-4AFC-1D31-77DD7983FD43,Bone F1419-176,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,Pelvis,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,19,Pelvis,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Pelvic blade,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/6F8032AE-15B7-4DFD-CA8A-D49502F07726,Bone F1420-176,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000981,femur,Femur,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,20,Femur,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/4090611E-3A1F-49A3-E3E6-9185E7BE452A,Bone G1218-176,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,Loose mandibular tooth,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Loose mandibular tooth,Ovis/Capra,Separate,Left,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,Lower permanent,Molar,1,,,FG,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/EED4EEF5-1C4E-47D5-97BD-2E0D4C0C5FBD,Bone G1317-177,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Phalanx anterior/posterior 1,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,17,Phalanx anterior/posterior 1,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,22,22,Distal,Not applicable,Not applicable,1/2,Complete,End + shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/FB5D871C-9B60-4737-A238-6BE140F4A867,Bone D1418-177,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,Pelvis,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,,,,,,,18,Pelvis,Ovis orientalis,Separate,Left,Nonidentified,No pathology,1,1,Central,Not applicable,Not applicable,< 1/4 of estimated size,Not applicable,End splinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/329889E2-71BF-4585-CD60-85C86BCA61BD,Bone D1419-177,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0002395,talus,Astragalus,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,,,,,,,19,Astragalus,Ovis orientalis,Separate,Left,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Complete,Not applicable,Complete,,,,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,17,,,16.3,,,,28.2,,,,18.7,,,,,,,,,
http://opencontext.org/subjects/E9F3EB75-2C9D-4BE5-61CB-B3501EC6EC15,Bone F1419-177,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,Pelvis,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,19,Pelvis,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Pelvic blade,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/AD205C1C-A3C1-4FF3-3C0E-D343E9A32BEB,Bone F1420-177,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,Humerus,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,20,Humerus,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/F08C9489-B76C-412F-6907-525C7E84183A,Bone G1218-177,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,Loose mandibular tooth,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Loose mandibular tooth,Ovis/Capra,Separate,Left,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,Lower permanent,Molar,1,,,FG,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/3D25CF4F-293C-4367-9D0D-B328876D7D4C,Bone G1317-178,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Phalanx anterior/posterior 1,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,17,Phalanx anterior/posterior 1,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,9,9,Distal,Not applicable,Not applicable,"> 1/4, but < 1/2",Complete,End only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/513028FC-C4D9-4BEF-56C7-44AE17A68080,Bone D1418-178,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0002228,rib,Costa,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Costa,Ovis/Capra,Separate,Nonidentified,Nonidentified,No pathology,1,0,Costal blade,Not applicable,Not applicable,< 1/4 of estimated size,Not applicable,Corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/1E097F5E-0270-4165-D989-A4D12F7A3AF8,Bone D1419-178,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0002395,talus,Astragalus,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,,,,,,,19,Astragalus,Ovis orientalis,Separate,Right,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Complete,Not applicable,Complete,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,20.2,,,19.1,,,,32.6,,,,22.9,,,,,,,,,
http://opencontext.org/subjects/61F97811-3606-4883-DEB9-EACBC9754DD3,Bone F1419-178,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,Pelvis,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,19,Pelvis,Ovis/Capra,Separate,Left,Nonidentified,No pathology,1,1,Central,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/37B99D20-0B65-4A33-02D4-0ADDFA4F0C8E,Bone F1420-178,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,Tibia,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,20,Tibia,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/48571F9A-5000-4DA5-73C3-8A6D08310752,Bone G1218-178,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,Loose mandibular tooth,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Loose mandibular tooth,Ovis/Capra,Separate,Left,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,Lower permanent,Molar,1,,,DEF,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/3B13F29B-5DAD-4DED-3409-3FA54D5B807B,Bone G1317-179,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Phalanx anterior/posterior 1,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,17,Phalanx anterior/posterior 1,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,18,9,Distal,Not applicable,Not applicable,< 1/4 of estimated size,"> 1/4, but < 1/2",End splinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/F7312BC9-9F64-47EF-A6DF-2829072D733B,Bone D1418-179,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Phalanx anterior/posterior 2,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,Fused,18,Phalanx anterior/posterior 2,Ovis/Capra,Separate,Nonidentified,Not applicable,No pathology,1,1,Proximal,Fused,Not applicable,Complete but broken,Complete but broken,Complete but broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/55842988-AB98-41C8-7987-C39251883F5D,Bone D1419-179,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0002395,talus,Astragalus,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus,,,,,,,,,,19,Astragalus,Capra aegagrus,Separate,Left,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Complete,Complete,Complete,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,18.4,,,17.8,,,,29.2,,,,20.3,,,,,,,,,
http://opencontext.org/subjects/59467E30-ACF3-4554-2E09-5072F2474336,Bone F1419-179,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,Pelvis,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus,http://purl.obolibrary.org/obo/UBERON_0003100,female organism,Female,,,,,,,19,Pelvis,Capra aegagrus,Separate,Right,Female,No pathology,1,1,Central,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/7E9F176A-D2A1-4294-5259-A4973C73201A,Bone F1420-179,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000981,femur,Femur,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,20,Femur,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/D73DF97C-FD36-4039-5833-F0A0289E0262,Bone G1218-179,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square G12,http://opencontext.org/subjects/F184C346-EA55-474C-578A-716DC88263B1,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0003268,tooth of lower jaw,Loose mandibular tooth,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,18,Loose mandibular tooth,Ovis/Capra,Separate,Left,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,Lower permanent,Molar,1,,,DEF,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/CF2FEBA4-3C4C-409F-880C-7EA8E49253EB,Bone G1317-180,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.1,Square G13,http://opencontext.org/subjects/8ECF8742-FA42-4AAF-AAD8-E336D618CBB7,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004301,middle phalanx,Phalanx anterior/posterior 2,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus,,,,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,Fused,17,Phalanx anterior/posterior 2,Capra aegagrus,Separate,Not applicable,Nonidentified,No pathology,5,5,Proximal,Fused,Not applicable,Complete,Complete,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/08E17F35-C360-4590-9B31-2A17C3E538FC,Bone D1418-180,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,Phalanx anterior/posterior 1,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,Fused,18,Phalanx anterior/posterior 1,Ovis/Capra,Separate,Nonidentified,Not applicable,No pathology,1,1,Proximal,Fused,Not applicable,1/2,Complete,End + shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/1EA76AA3-2E7B-4A54-5682-30E40C2782E8,Bone D1419-180,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square D14,http://opencontext.org/subjects/66B51001-8FEF-420D-D94A-ABB0F85B7A98,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0002395,talus,Astragalus,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis,,,,,,,,,,19,Astragalus,Ovis orientalis,Separate,Left,Nonidentified,No pathology,1,1,Not applicable,Not applicable,Not applicable,Complete,Not applicable,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,17.5,,,,,,,,21,,,,,,,,,
http://opencontext.org/subjects/23686CE4-BE04-4500-B876-F3EC658EF6C6,Bone F1419-180,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,Pelvis,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus,http://purl.obolibrary.org/obo/UBERON_0003101,male organism,Male,,,,,,,19,Pelvis,Capra aegagrus,Separate,Left,Male,No pathology,1,1,Central,Not applicable,Not applicable,Nonidentified,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opencontext.org/subjects/278DF94D-F5F1-4FF3-5DA0-3B5D10B505C5,Bone F1420-180,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Zooarchaeology of Karain Cave B,Levent Atici,Turkey,Karain B Cave,PI.2,Square F14,http://opencontext.org/subjects/51B32DE9-7BD2-4103-5716-4438EE4CE3BA,37.077589,30.5708,19800,19000,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,Tibia,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra,,,,,,,,,,20,Tibia,Ovis/Capra,Separate,Not applicable,Nonidentified,No pathology,1,0,Shaft,Not applicable,Not applicable,Nonidentified,Not applicable,Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
