Open Context URI,Item label,Project URI,Project name,Related person(s),Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context URI,Latitude (WGS84),Longitude (WGS84),Early (Cal. BP),Late (Cal. BP),Has anatomical identification [URI],Has anatomical identification [Label],Has anatomical identification [Source value],Has fusion character [URI],Has fusion character [Label],Has fusion character [Source value],Has physiological sex determination [URI],Has physiological sex determination [Label],Has physiological sex determination [Source value],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has Biological Taxonomy [Source value],Has fusion character (distal) [URI],Has fusion character (distal) [Label],Has fusion character (distal) [Source value],Has fusion character (proximal) [URI],Has fusion character (proximal) [Label],Has fusion character (proximal) [Source value]
http://opencontext.org/subjects/9B4D7E3A-FB47-4028-1DAF-4F644223DE54,Bone 16118,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002412,vertebra,"vertebra, unidentified",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,"Proximal: unfused, Distal: unfused",http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,"Proximal: unfused, Distal: unfused"
http://opencontext.org/subjects/48F13D25-D50B-4AFB-0817-176DB0CDD13D,Bone 16119,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002412,vertebra,"vertebra, unidentified",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0069,Proximal epiphysis fused,"Proximal: fused, Distal: unknown"
http://opencontext.org/subjects/45FE61DE-63DA-48EE-5A65-F962C03703AB,Bone 16120,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002412,vertebra,"vertebra, unidentified",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/B8A58BB2-39E1-4429-61FD-A3CB940F563D,Bone 16121,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/755DBEDF-C8CB-42F7-7725-847A7667F00C,Bone 16122,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/325B0105-B012-4AA1-39BA-7D547A4F04A1,Bone 16123,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/CE82CE5B-4E2B-4ED7-31F9-A4B93217DF8D,Bone 16124,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/E94A2509-3FD5-4134-1111-AC9CE792D6D9,Bone 16125,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- boar to deer,,,,,,
http://opencontext.org/subjects/1653515F-929A-499C-37A3-76AF5EE5BD56,Bone 16126,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/D436E5D9-1F71-4ECA-A47B-E7410E1098D8,Bone 16127,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/8FD30435-0742-426B-C8B6-4EFA69B5E8ED,Bone 16128,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/69F60D41-DDA2-4348-6101-F0E4131D9362,Bone 16129,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/986CCDA0-8A4B-44E9-9B5B-7ED1963514CA,Bone 16130,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/C3676C62-6BF4-4CB0-1957-E237E39CFA74,Bone 16131,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001474,bone,"fragment, long bone",,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/8C4577F9-6BC7-4BFB-D190-DD006EE15036,Bone 16132,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,cranium,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/9F6A9656-3511-42F9-E2DF-44B0A34C2262,Bone 16133,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,cranium,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/FF03EBFC-4D93-4E0A-592D-69D8C549E61C,Bone 16134,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,cranium,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/D357A8C0-010D-41B8-B3EA-CD9A422463A4,Bone 16135,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,cranium,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/D2E065E6-5739-4AEF-025F-835A1EF4E50A,Bone 16136,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002397,maxilla,maxilla,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/8EC30412-7FE9-479C-639C-1B303CFC50E1,Bone 16137,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/BB0173FF-491C-408D-8C34-AC52A1A918C5,Bone 16138,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/47D4DAA9-FC8B-4A93-58B6-F8105214F53C,Bone 16139,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/4E798556-5E5B-497B-F61A-D2030F95625C,Bone 16140,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,scapula,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,"Proximal: unknown, Distal: unfused",,,
http://opencontext.org/subjects/243420AF-CF55-4EFC-E75C-2F5643A58474,Bone 16141,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001424,ulna,ulna,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,"Proximal: unfused, Distal: unknown"
http://opencontext.org/subjects/2380AE3B-A843-4C16-0DC1-6D1032E9D2C6,Bone 16142,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001450,calcaneus,calcaneus,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/3B4F33CD-14CA-44DB-F376-27846E5E3EFD,Bone 16143,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001092,cervical vertebra 1,atlas,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/283C8D4C-E59B-45FA-8985-DCDF7622FCEF,Bone 16144,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001093,cervical vertebra 2,epistropheus,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,"Proximal: unknown, Distal: fused",,,
http://opencontext.org/subjects/B4C08B4D-5989-450F-D4DD-EC63257BF188,Bone 16145,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,scapula,,,,,,,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",Ovis aries,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,"Proximal: unknown, Distal: fused",,,
http://opencontext.org/subjects/62714D43-11E7-4DA5-F068-936B1F262FFC,Bone 16146,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,humerus,,,,,,,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",Ovis aries,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,"Proximal: unknown, Distal: fused",,,
http://opencontext.org/subjects/34C3F393-0554-475D-CB5A-D658940DDA7F,Bone 16147,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002395,talus,astragalus,,,,,,,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",Ovis aries,,,,,,
http://opencontext.org/subjects/65D4C0FB-5D43-4F42-DFE6-757057A4B411,Bone 16148,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001092,cervical vertebra 1,atlas,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/23E9785A-9A1D-4145-822F-9F1ADA59FB53,Bone 16149,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0000981,femur,femur,,,,,,,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",Capra hircus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,"Proximal: unknown, Distal: fused",,,
http://opencontext.org/subjects/51611589-B7DC-4955-94FD-E6A855A96069,Bone 16150,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0000981,femur,femur,,,,,,,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",Capra hircus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,"Proximal: unknown, Distal: fused",,,
http://opencontext.org/subjects/2C615923-00F4-44FB-814F-7C09D3165850,Bone 16151,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,cranium,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/F40B6737-1A55-4799-1941-9407640977E0,Bone 16152,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002397,maxilla,maxilla,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/19290C77-DE79-4743-E574-BDB3DE939ED9,Bone 16153,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/99154415-799F-425B-B46C-DA00BC05E516,Bone 16154,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/B996D670-BC5B-4475-9E30-D3C5DE94A95C,Bone 16155,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/BBF9F1C4-CAA1-47F2-586E-FDFAA99AAD4E,Bone 16156,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,scapula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/4552539C-769C-4693-8B9D-7D6D921C8486,Bone 16157,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,scapula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,"Proximal: unknown, Distal: unfused",,,
http://opencontext.org/subjects/74FDF033-E466-4439-9C69-CE5665EC23FE,Bone 16158,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0000979,tibia,tibia,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/3FCDC201-F904-4461-E2FB-5B8795180D78,Bone 16159,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001450,calcaneus,calcaneus,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/F0824D8A-3B6D-4211-F929-CDE653F15353,Bone 16160,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0004302,proximal phalanx,phalanx I,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/EA9AEE5F-53CC-4439-1522-7DF00C58D66E,Bone 16161,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx,phalanx III,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/91B5DD00-9A5A-4DE7-158D-88C8A1977DC7,Bone 16162,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,,,,,,
http://opencontext.org/subjects/87ADE8C2-7DBD-4A1A-C896-05A69CCADB49,Bone 16163,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 77,Lot 785,,,http://opencontext.org/subjects/44E32EEF-DF82-49B6-57A9-E094712BB2A8,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,pelvis,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,,,,,,
