Open Context URI,Item label,Project URI,Project name,Related person(s),Context (1),Context (2),Context (3),Context (4),Context (5),Context (6),Context URI,Latitude (WGS84),Longitude (WGS84),Early (Cal. BP),Late (Cal. BP),Has anatomical identification [URI],Has anatomical identification [Label],Has anatomical identification [Source value],Has fusion character [URI],Has fusion character [Label],Has fusion character [Source value],Has physiological sex determination [URI],Has physiological sex determination [Label],Has physiological sex determination [Source value],Has Biological Taxonomy [URI],Has Biological Taxonomy [Label],Has Biological Taxonomy [Source value],Has fusion character (distal) [URI],Has fusion character (distal) [Label],Has fusion character (distal) [Source value],Has fusion character (proximal) [URI],Has fusion character (proximal) [Label],Has fusion character (proximal) [Source value]
http://opencontext.org/subjects/77748B30-E132-485E-76BB-0349EF04D6D3,Bone 31023,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,metatarsus 3+4,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,"Proximal: unknown, Distal: unfused",,,
http://opencontext.org/subjects/CFC62204-C4E2-4896-AE87-81EF791CCF3B,Bone 31024,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0013630,short bone,os carpi or os tarsi,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,,,,,,
http://opencontext.org/subjects/A8685F23-6F4B-4698-8381-E8CBE0754D4C,Bone 31025,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003821,metapodium bone,main axis metapodium,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,,,,,,
http://opencontext.org/subjects/18DE2274-7678-4114-7AB6-9F0D4DAAEEC9,Bone 31026,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001474,bone,"fragment, long bone",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/64934E36-ADC1-46A4-2157-753AACCA4952,Bone 31027,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001474,bone,"fragment, long bone",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/AEEBB593-864C-4143-E5CC-7404F0C0F090,Bone 31028,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001474,bone,"fragment, long bone",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/F7E053CB-BF24-46DD-C115-0219097DFD6A,Bone 31029,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001474,bone,"fragment, long bone",,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/C928C54D-1AEC-4790-76C7-D1635B9C3281,Bone 31030,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001474,bone,"fragment, long bone",,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/044E6A8A-26B5-44CA-A333-6D2345F3B753,Bone 31031,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001092,cervical vertebra 1,atlas,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/D8A89351-46A2-4B47-229E-66316DBD56FA,Bone 31032,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002413,cervical vertebra,"vertebra, cervical",,,,,,,http://eol.org/pages/1642,Mammalia,size- boar to deer,,,,,,
http://opencontext.org/subjects/010B9943-B3BF-4503-7C19-1333D9146FE8,Bone 31033,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002347,thoracic vertebra,"vertebra, thoracic",,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,"Proximal: unfused, Distal: unfused",http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,"Proximal: unfused, Distal: unfused"
http://opencontext.org/subjects/84B8B836-D509-4AC0-27D6-4B86D4A6D358,Bone 31034,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002347,thoracic vertebra,"vertebra, thoracic",,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/94EBBD70-4EEE-4093-DE4D-21D2E9839A3C,Bone 31035,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002414,lumbar vertebra,"vertebra, lumbar",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,"Proximal: unfused, Distal: unfused",http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,"Proximal: unfused, Distal: unfused"
http://opencontext.org/subjects/5893590D-234E-4E6A-8FB6-7D9FE33B1334,Bone 31036,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003690,sacrum,sacrum,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,"Proximal: unfused, Distal: unknown"
http://opencontext.org/subjects/8B5D7B41-13BB-4BFC-492B-FD57717F1AFF,Bone 31037,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002412,vertebra,"vertebra, unidentified",,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/8B495A0E-4E3F-4AF6-1AE6-75263158EB9B,Bone 31038,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- rabbit to dog,,,,,,
http://opencontext.org/subjects/C60C7A14-AA04-4D34-A148-7C78526F2A83,Bone 31039,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/0D2F25B6-A0B6-415E-3CA2-5BADEDAE4676,Bone 31040,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/FA9DFB8D-3EEA-4393-00B1-FE9B1553C46C,Bone 31041,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/B3299135-2D17-498D-4F55-6A57D6CBD8C2,Bone 31042,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/440C829E-85DF-4521-1447-4684A4C4E387,Bone 31043,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/385A918E-89BF-4B5B-9105-D8F0C39E7C4D,Bone 31044,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002228,rib,costae,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/8B21CD77-9152-47C1-E882-ABA54FA5ACA1,Bone 31045,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0013588,fused metatarsal bones 3 and 4,metatarsus 3+4,,,,,,,http://eol.org/pages/1642,Mammalia,size- red deer to horse,,,,,,
http://opencontext.org/subjects/20DA3813-FAA8-4AFB-43E9-6D13FF7C1874,Bone 31046,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0013587,fused metacarpal bones 3 and 4,metacarpus 3+4,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/2B6B43A8-D549-455F-E8F3-F3B67B1EAFD2,Bone 36986,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 764,,,http://opencontext.org/subjects/99C222EA-FEA2-4692-70EB-364C8D3DE5C3,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,humerus,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/2716F5FF-5447-431E-9821-E0F44771715C,Bone 31052,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0003128,cranium,cranium,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/331E74B8-B680-4A60-796A-545FBEC11E4C,Bone 31053,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0008270,mollusc shell,large (greater than one half) single shell with hinge,,,,,,,http://eol.org/pages/449961,Mytilus galloprovincialis,Mytilus galloprovincialis,,,,,,
http://opencontext.org/subjects/AD2C3B59-D21E-48E6-4C3F-A2A176AC73A3,Bone 31054,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0008270,mollusc shell,large (greater than one half) single shell without hinge,,,,,,,http://eol.org/pages/449961,Mytilus galloprovincialis,Mytilus galloprovincialis,,,,,,
http://opencontext.org/subjects/405AE44E-3DC3-4B44-40A0-D13BEAB836CC,Bone 31055,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0008270,mollusc shell,small (less than one half) single shell without hinge,,,,,,,http://eol.org/pages/449961,Mytilus galloprovincialis,Mytilus galloprovincialis,,,,,,
http://opencontext.org/subjects/C70FD03C-40C9-4458-28A4-B6F21AD82577,Bone 31056,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0002397,maxilla,maxilla,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/8611F077-DDD2-44EB-E856-51844ADBC969,Bone 31057,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/AFEBB8FA-CD1C-4DD2-4336-5156F46B3BC2,Bone 31058,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/7394BACD-ABB0-4B95-81DA-D5C698ADA144,Bone 31059,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,,,,,,
http://opencontext.org/subjects/1EB990DC-83F2-4F58-A54F-3B04F6EDA63E,Bone 31060,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/856FB6BC-4985-4AE0-02B7-EE5AD99543E1,Bone 31061,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,,,,,,
http://opencontext.org/subjects/90060CA0-6196-4623-7CA8-61ACB3DA5ABC,Bone 31062,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,,,,,,
http://opencontext.org/subjects/E9F4AAC5-8C7C-43C9-5911-63D8CB8B6723,Bone 31063,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,mandibula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/4EDAEE76-08A1-4D46-3603-85CF4F117C6E,Bone 31064,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,scapula,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/BAFAFCE1-6108-46B0-C480-006C9B0ABE97,Bone 31065,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,humerus,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0057,Distal epiphysis fused,"Proximal: unknown, Distal: fused",,,
http://opencontext.org/subjects/B2C29B75-4A01-43C2-462E-0F5BCAC38710,Bone 31066,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0000976,humerus,humerus,,,,,,,http://eol.org/pages/1642,Mammalia,size- cattle,,,,,,
http://opencontext.org/subjects/4580E636-668B-49E3-5BC2-878A15F86C52,Bone 31067,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,radius,,,,,,,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0058,Distal epiphysis unfused,"Proximal: unfused, Distal: unfused",http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,"Proximal: unfused, Distal: unfused"
http://opencontext.org/subjects/27B1BED9-28A3-4C65-BE48-798BAD9F5250,Bone 31068,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,radius,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/D0D2695F-80A8-4018-DBA9-1D0E6C24B411,Bone 31069,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001423,radius bone,radius,,,,,,,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus,,,,http://opencontext.org/vocabularies/open-context-zooarch/zoo-0070,Proximal epiphysis unfused,"Proximal: unfused, Distal: unknown"
http://opencontext.org/subjects/C0E7BB89-0625-432F-7510-60B9D5254FE0,Bone 31070,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001424,ulna,ulna,,,,,,,http://eol.org/pages/1642,Mammalia,Small ruminant (domestic),,,,,,
http://opencontext.org/subjects/EF63FB18-3EB0-4FCD-B82F-2C9DED81CA97,Bone 31071,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,pelvis,,,,,,,http://eol.org/pages/1642,Mammalia,size- sheep/goat,,,,,,
http://opencontext.org/subjects/4C37E559-F671-4306-9701-BD530EBC7836,Bone 31072,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Ilıpınar Zooarchaeology,Hijkle Buitenhuis,Turkey,Ilıpınar,Area 74,Lot 768,,,http://opencontext.org/subjects/B8E18C91-67F9-4F41-4CDC-B407EE2B68AD,40.468303,29.309099,7750,7650,http://purl.obolibrary.org/obo/UBERON_0001272,innominate bone,pelvis,,,,,,,http://eol.org/pages/1642,Mammalia,size- boar to deer,,,,,,
