Project,Latitude,Longitude,Site,Start BCE,End BCE,Specimen Count,EOL URI,EOL Taxa Label,Analyst Taxanomic Designation (Source data)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8990,7650,1,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama (fallow deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8990,7650,1,http://eol.org/pages/32609438,Sheep/goat,OVIS/CAPRA (sheep or goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8990,7650,1,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",BOS (cattle)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8990,7650,1,http://eol.org/pages/7685,Cervidae,Dama dama/Cervus elaphus (fallow or red deer)
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,10987,http://eol.org/pages/1642,Mammalia,Aurochs/bison size (larger than medium cattle); Cow-size (cattle/red deer/horse); Hare-size (rabbit to medium dog); Medium dog to wild boar; Medium sheep to medium cattle; Microfauna (smaller than rabbit); Pig-size; Sheep-size (medium dog to medium sheep)
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,3502,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,1334,http://eol.org/pages/34548,Bos,Bos
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,970,http://eol.org/pages/7678,Artiodactyla,Large artiodactyl; Medium artiodactyl; Ovis/Capra/Capreolus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,968,[No EOL URI assigned] ,,; Flot fragments
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,654,http://eol.org/pages/39510,Ovis,Ovis
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,583,http://eol.org/pages/1670,Equidae,Equus sp.; Large equid; Small-medium equid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,363,http://eol.org/pages/328663,Sus scrofa,Sus scrofa
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,153,http://eol.org/pages/1228387,Canis lupus familiaris,Canis familiaris
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,117,http://eol.org/pages/42403,Capra,Capra
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,65,http://eol.org/pages/23815587,Canis sp.,Canis sp.
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,47,http://eol.org/pages/4451944,Equus hydruntinus,Equus hydruntinus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,43,http://eol.org/pages/7685,Cervidae,Large cervid; Small cervid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,41,http://eol.org/pages/327955,"Homo sapiens Linnaeus, 1758",Homo
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,40,http://eol.org/pages/19076,Vulpes,Vulpes sp.
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,36,http://eol.org/pages/7674,Felidae,Small felid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,35,http://eol.org/pages/7662,Carnivora,Medium carnivore; Small carnivore
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,33,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,28,http://eol.org/pages/328046,"Meles meles (Linnaeus, 1758)",Meles meles
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,27,http://eol.org/pages/311507,"Equus hemionus Pallas, 1775",Equus hemionus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,18,http://eol.org/pages/10840,Lepus,Lepus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,13,http://eol.org/pages/328581,"Ursus arctos Linnaeus, 1758",Ursus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,13,http://eol.org/pages/328648,"Equus caballus Linnaeus, 1758",Equus caballus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,13,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,11,http://eol.org/pages/7676,Canidae,Large canid; Medium canid; Small canid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,6,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,6,http://eol.org/pages/7670,Mustelidae,Large mustelid; Small mustelid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,3,http://eol.org/pages/1178684,Erinaceus europaeus,Erinaceus europaeus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,3,http://eol.org/pages/15610,Capreolus,Capreolus capreolus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,2,http://eol.org/pages/11021570,Bos primigenius,Bos primigenius
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,2,http://eol.org/pages/8677,Rodentia,Rodent
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,1,http://eol.org/pages/328607,"Canis lupus Linnaeus, 1758",Canis lupus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8950,8450,1,http://eol.org/pages/34549,Martes,Martes
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1173,http://eol.org/pages/32609438,Sheep/goat,OVIS/CAPRA (sheep or goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,820,http://eol.org/pages/1642,Mammalia,"BOS/Cervus elaphus (cattle or red deer); Medium carnivore; OVIS-CAPRA/Capreolous capreolous (sheep, goat or roe deer); Unid. large mammal; Unid. Mammal; Unid. medium mammal; Unid. medium to large mammal; Unid. small mammal; Unid. small to medium mammal"
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,255,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",BOS (cattle)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,180,http://eol.org/pages/4445650,Sus scrofa domesticus,SUS (pig)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,168,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",OVIS (sheep)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,42,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",CAPRA (goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,36,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama (fallow deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,21,http://eol.org/pages/11021570,Bos primigenius,BOS/Bos primigenius (cattle or aurochs)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,20,http://eol.org/pages/327967,Lepus capensis,Lepus capensis (European hare)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,13,http://eol.org/pages/15610,Capreolus,Capreolus capreolus (roe deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,8,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes (red fox)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,5,http://eol.org/pages/328663,Sus scrofa,Sus scrofa (wild boar)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,4,http://eol.org/pages/7685,Cervidae,Dama dama/Cervus elaphus (fallow or red deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,3,http://eol.org/pages/1552,Amphibia,Amphibia indet. (unidentified amphibian)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,3,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus (wild goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,2,[No EOL URI assigned] ,,
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,2,http://eol.org/pages/2775704,Osteichthyes,Pisces indet. (unidentified fish)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,2,http://eol.org/pages/34612,Sciurus,Sciurus sp. (squirrel)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,2,http://eol.org/pages/8120,Testudines,Testudinidae indet. (unidentified tortoise)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1,http://eol.org/pages/1228387,Canis lupus familiaris,CANIS (dog)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1,http://eol.org/pages/1703,Reptilia,Reptilia indet. (unidentified reptile)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1,http://eol.org/pages/2598871,Crustacea,Crustacea indet. (Unidentified crustacean)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1,http://eol.org/pages/328046,"Meles meles (Linnaeus, 1758)",Meles meles (European badger)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1,http://eol.org/pages/42403,Capra,CAPRA or Capra aegagrus (goat or wild goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1,http://eol.org/pages/695,Aves,Aves indet. (unidentified bird)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8950,8450,1,http://eol.org/pages/8677,Rodentia,Rodentia indet. (unidentified rodents)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8700,8200,16,http://eol.org/pages/32609438,Sheep/goat,OVIS/CAPRA (sheep or goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8700,8200,12,http://eol.org/pages/1642,Mammalia,Unid. Mammal; Unid. medium mammal; Unid. medium to large mammal; Unid. small to medium mammal
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8700,8200,2,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",OVIS (sheep)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8700,8200,2,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",BOS (cattle)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8700,8200,2,http://eol.org/pages/4445650,Sus scrofa domesticus,SUS (pig)
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,954,http://eol.org/pages/39510,Ovis,Ovis sp.
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,725,[No EOL URI assigned] ,,
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,233,http://eol.org/pages/2851411,Caprinae,Ovis/Capra
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,230,http://eol.org/pages/11021570,Bos primigenius,Bos primigenius; primigenius
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,213,http://eol.org/pages/1642,Mammalia,Large Mammal; Medium Mammal; Small Mammal
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,212,http://eol.org/pages/1670,Equidae,Equus sp.
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,173,http://eol.org/pages/19076,Vulpes,vulpes
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,72,http://eol.org/pages/695,Aves,Aves
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,64,http://eol.org/pages/7662,Carnivora,Carnivore; Small Carnivore
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,50,http://eol.org/pages/10840,Lepus,Lepus sp.
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,39,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,21,http://eol.org/pages/328607,"Canis lupus Linnaeus, 1758",Canis lupus; lupus
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,15,http://eol.org/pages/42403,Capra,Capra sp.
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,14,http://eol.org/pages/327955,"Homo sapiens Linnaeus, 1758",Homo; sapiens
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,14,http://eol.org/pages/42318,Sus,Sus scrofa
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,13,http://eol.org/pages/8120,Testudines,Testudo
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,10,http://eol.org/pages/8677,Rodentia,Rodent
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,9,http://eol.org/pages/4658568,Lepidosauria,Reptile
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,3,http://eol.org/pages/328605,Felis silvestris Schreber 1777,silvestris
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,2,http://eol.org/pages/14833,Erinaceus,Erinaceus
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,2,http://eol.org/pages/7678,Artiodactyla,Large Ungulate
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,1,http://eol.org/pages/14460,Canis,Canis
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,1,http://eol.org/pages/1905,Actinopterygii,Pisces
Pınarbaşı 1994: Animal Bones,37.49432,33.018551,Pınarbaşı,8650,7950,1,http://eol.org/pages/42343,Rattus,Rattus
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1432,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1275,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos primigenius f. taur.
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,553,http://eol.org/pages/1642,Mammalia,sizeclass large mammal; sizeclass mid sized mammal
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,116,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",Ovis aries
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,94,[No EOL URI assigned] ,,
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,67,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,41,http://eol.org/pages/2274,Unionidae,unio
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,36,http://eol.org/pages/57706,Mytilus,mytilus
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,34,http://eol.org/pages/118009,Lepus europaeus,Lepus europaeus
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,34,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",Capra hircus
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,16,http://eol.org/pages/57691,Helix,helix
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,13,http://eol.org/pages/695,Aves,Aves large; Aves midsize; Aves small
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,6,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,4,http://eol.org/pages/1228387,Canis lupus familiaris,Canis l. f. fam.
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,2,http://eol.org/pages/1049144,"Ciconia ciconia (Linnaeus, 1758)",Ciconia ciconia
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,2,http://eol.org/pages/11021570,Bos primigenius,Bos primigenius
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,2,http://eol.org/pages/17930,Anas,Anatinae
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,2,http://eol.org/pages/2942339,Bivalva,biv
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,2,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,2,http://eol.org/pages/50301,Cerastoderma,cerast
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,2,http://eol.org/pages/915364,Otis tarda,Otis tarda
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1,http://eol.org/pages/1047334,"Anser anser (Linnaeus, 1758)",Anser anser
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1,http://eol.org/pages/1178682,Erinaceus concolor,Erinaceus concolor
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1,http://eol.org/pages/18015,Anser,Anserinae
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1,http://eol.org/pages/20182,Buteo,Buteo sp.
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1,http://eol.org/pages/2366,Gastropoda,gastr
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1,http://eol.org/pages/327955,"Homo sapiens Linnaeus, 1758",Homo sapiens
Barçın Höyük Zooarchaeology,40.267036,29.602058,Barcın Höyük,8450,7950,1,http://eol.org/pages/917348,Corvus corone,Corvus corone
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,38921,http://eol.org/pages/1642,Mammalia,Aurochs/bison size (larger than medium cattle); Cow-size (cattle/red deer/horse); Hare-size (rabbit to medium dog); Medium dog to wild boar; Medium sheep to medium cattle; Microfauna (smaller than rabbit); Pig-size; Sheep-size (medium dog to medium sheep)
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,22200,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,4328,http://eol.org/pages/39510,Ovis,Ovis
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,3562,http://eol.org/pages/7678,Artiodactyla,Large artiodactyl; Medium artiodactyl; Ovis/Capra/Capreolus; Small artiodactyl
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,3080,http://eol.org/pages/34548,Bos,Bos
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,1639,[No EOL URI assigned] ,,; Flot fragments
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,820,http://eol.org/pages/42403,Capra,Capra
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,462,http://eol.org/pages/1670,Equidae,Equus asinus/hemionus; Equus sp.; Large equid; Small-medium equid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,415,http://eol.org/pages/328663,Sus scrofa,Sus scrofa
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,228,http://eol.org/pages/1228387,Canis lupus familiaris,Canis familiaris
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,218,http://eol.org/pages/327955,"Homo sapiens Linnaeus, 1758",Homo
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,201,http://eol.org/pages/7685,Cervidae,Large cervid; Small cervid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,157,http://eol.org/pages/19076,Vulpes,Vulpes sp.
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,140,http://eol.org/pages/7676,Canidae,Large canid; Medium canid; Small canid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,137,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,88,http://eol.org/pages/10840,Lepus,Lepus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,74,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,73,http://eol.org/pages/7662,Carnivora,Medium carnivore; Small carnivore
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,43,http://eol.org/pages/4451944,Equus hydruntinus,Equus hydruntinus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,34,http://eol.org/pages/328046,"Meles meles (Linnaeus, 1758)",Meles meles
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,31,http://eol.org/pages/328607,"Canis lupus Linnaeus, 1758",Canis lupus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,23,http://eol.org/pages/311507,"Equus hemionus Pallas, 1775",Equus hemionus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,23,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,21,http://eol.org/pages/23815587,Canis sp.,Canis sp.
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,14,http://eol.org/pages/328648,"Equus caballus Linnaeus, 1758",Equus caballus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,11,http://eol.org/pages/7670,Mustelidae,Large mustelid; Small mustelid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,8,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,7,http://eol.org/pages/1178684,Erinaceus europaeus,Erinaceus europaeus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,6,http://eol.org/pages/7687,Bovidae,Large bovid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,5,http://eol.org/pages/14116,Mustela,Mustela; Mustela eversmanni/putorius
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,5,http://eol.org/pages/15610,Capreolus,Capreolus capreolus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,3,http://eol.org/pages/8677,Rodentia,Rodent
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,2,http://eol.org/pages/328605,Felis silvestris Schreber 1777,Felis silvestris
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,2,http://eol.org/pages/7674,Felidae,Small felid
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,1,http://eol.org/pages/328581,"Ursus arctos Linnaeus, 1758",Ursus
Çatalhöyük Zooarchaeology,37.668196,32.827191,Çatalhöyük,8450,8150,1,http://eol.org/pages/328673,"Panthera pardus (Linnaeus, 1758)",Panthera pardus
Domuztepe,37.33,37044,Domuztepe,8450,7450,3339,http://eol.org/pages/2851411,Caprinae,Ovis aries / Capra hircus
Domuztepe,37.33,37044,Domuztepe,8450,7450,2038,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus
Domuztepe,37.33,37044,Domuztepe,8450,7450,1736,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa
Domuztepe,37.33,37044,Domuztepe,8450,7450,1283,http://eol.org/pages/1642,Mammalia,Large mammal; Medium mammal; Medium-large mammal; Small mammal; Small-medium mammal; Unidentified mammal
Domuztepe,37.33,37044,Domuztepe,8450,7450,324,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",Capra hircus
Domuztepe,37.33,37044,Domuztepe,8450,7450,313,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",Ovis aries
Domuztepe,37.33,37044,Domuztepe,8450,7450,106,[No EOL URI assigned] ,,
Domuztepe,37.33,37044,Domuztepe,8450,7450,71,http://eol.org/pages/2195,Mollusca,Mollusca
Domuztepe,37.33,37044,Domuztepe,8450,7450,70,http://eol.org/pages/14460,Canis,Canis sp.
Domuztepe,37.33,37044,Domuztepe,8450,7450,43,http://eol.org/pages/7685,Cervidae,Cervid; Cervus/Dama; Cervus/Dama?
Domuztepe,37.33,37044,Domuztepe,8450,7450,29,http://eol.org/pages/1228387,Canis lupus familiaris,Canis familiaris
Domuztepe,37.33,37044,Domuztepe,8450,7450,23,http://eol.org/pages/695,Aves,Bird
Domuztepe,37.33,37044,Domuztepe,8450,7450,12,http://eol.org/pages/2775704,Osteichthyes,Fish
Domuztepe,37.33,37044,Domuztepe,8450,7450,12,http://eol.org/pages/328663,Sus scrofa,Sus scrofa-wild
Domuztepe,37.33,37044,Domuztepe,8450,7450,11,http://eol.org/pages/328581,"Ursus arctos Linnaeus, 1758",Ursus arctos
Domuztepe,37.33,37044,Domuztepe,8450,7450,11,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes
Domuztepe,37.33,37044,Domuztepe,8450,7450,10,http://eol.org/pages/327955,"Homo sapiens Linnaeus, 1758",Homo sapiens
Domuztepe,37.33,37044,Domuztepe,8450,7450,8,http://eol.org/pages/15584,Gazella,Gazella sp.
Domuztepe,37.33,37044,Domuztepe,8450,7450,8,http://eol.org/pages/8677,Rodentia,Rodentia
Domuztepe,37.33,37044,Domuztepe,8450,7450,6,http://eol.org/pages/10840,Lepus,Lepus sp.
Domuztepe,37.33,37044,Domuztepe,8450,7450,6,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama
Domuztepe,37.33,37044,Domuztepe,8450,7450,6,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus
Domuztepe,37.33,37044,Domuztepe,8450,7450,6,http://eol.org/pages/8120,Testudines,Testudinides
