Project,Latitude,Longitude,Site,Start BCE,End BCE,Specimen Count,EOL URI,EOL Taxa Label,Analyst Taxanomic Designation (Source data)
Domuztepe,37.33,37044,Domuztepe,8450,7450,4,http://eol.org/pages/11021638,Ovis orientalis,Ovis orientalis
Domuztepe,37.33,37044,Domuztepe,8450,7450,4,http://eol.org/pages/15610,Capreolus,Capreolus caproleus
Domuztepe,37.33,37044,Domuztepe,8450,7450,4,http://eol.org/pages/2822396,Anatinae,Bird- Anatinae
Domuztepe,37.33,37044,Domuztepe,8450,7450,3,http://eol.org/pages/11021570,Bos primigenius,Bos primigenius
Domuztepe,37.33,37044,Domuztepe,8450,7450,3,http://eol.org/pages/1670,Equidae,Equus asinus/hemionus; Equus sp.
Domuztepe,37.33,37044,Domuztepe,8450,7450,2,http://eol.org/pages/20189,Felis,Felis sp.
Domuztepe,37.33,37044,Domuztepe,8450,7450,1,http://eol.org/pages/1036116,"Castor fiber Linnaeus, 1758",Castor fiber
Domuztepe,37.33,37044,Domuztepe,8450,7450,1,http://eol.org/pages/311507,"Equus hemionus Pallas, 1775",Equus hemionus
Domuztepe,37.33,37044,Domuztepe,8450,7450,1,http://eol.org/pages/328673,"Panthera pardus (Linnaeus, 1758)",Panthera pardus
Domuztepe,37.33,37044,Domuztepe,8450,7450,1,http://eol.org/pages/328681,Canis aureus,Canis aureus
Domuztepe,37.33,37044,Domuztepe,8450,7450,1,http://eol.org/pages/34549,Martes,Martes sp.
Domuztepe,37.33,37044,Domuztepe,8450,7450,1,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus
Domuztepe,37.33,37044,Domuztepe,8450,7450,1,http://eol.org/pages/7662,Carnivora,Carnivora
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,2573,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,1173,http://eol.org/pages/7678,Artiodactyla,large-sized artiodactyl; medium-sized artiodactyl (mostly Ovis/Capra/deer); medium-sized bovid/cervid; Ovis/Capra/Gazella
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,1013,http://eol.org/pages/39510,Ovis,Ovis sp.
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,803,http://eol.org/pages/34548,Bos,Bos sp.
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,608,http://eol.org/pages/7685,Cervidae,large cervid; medium-sized cervid; small cervid
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,394,http://eol.org/pages/42318,Sus,Sus scrofa
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,229,http://eol.org/pages/42403,Capra,Capra sp.
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,90,http://eol.org/pages/1642,Mammalia,large mammal (Bos); medium-sized mammal (Ovis/Capra/Gazella); small to medium-sized mammal (dog); small-sized mammal (<rabbit)
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,52,http://eol.org/pages/14349,Ursus,Ursus sp.
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,48,http://eol.org/pages/8120,Testudines,Turtle
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,28,http://eol.org/pages/7676,Canidae,medium-sized canid
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,27,http://eol.org/pages/19076,Vulpes,Vulpes sp.
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,17,http://eol.org/pages/1670,Equidae,small/medium equid
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,11,http://eol.org/pages/7674,Felidae,small felid
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,7,http://eol.org/pages/10840,Lepus,Lepus sp.
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,5,http://eol.org/pages/14116,Mustela,small mustelid
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,5,http://eol.org/pages/695,Aves,Aves
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,4,http://eol.org/pages/7662,Carnivora,small carnivore
Erbaba Höyük and Suberde Zooarchaeology,37.759171,31.681153,Erbaba Höyük,8450,7950,3,http://eol.org/pages/8677,Rodentia,Rodentia
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1247,http://eol.org/pages/32609438,Sheep/goat,OVIS/CAPRA (sheep or goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,513,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",BOS (cattle)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,511,http://eol.org/pages/1642,Mammalia,"Medium carnivore; OVIS-CAPRA/Capreolous capreolous (sheep, goat or roe deer); Unid. large mammal; Unid. Mammal; Unid. medium mammal; Unid. medium to large mammal; Unid. small mammal; Unid. small to medium mammal"
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,421,http://eol.org/pages/4445650,Sus scrofa domesticus,SUS (pig)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,128,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",OVIS (sheep)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,75,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",CAPRA (goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,53,http://eol.org/pages/327967,Lepus capensis,Lepus capensis (European hare)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,52,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama (fallow deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,14,http://eol.org/pages/15610,Capreolus,Capreolus capreolus (roe deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,12,http://eol.org/pages/7685,Cervidae,Dama dama/Cervus elaphus (fallow or red deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,8,http://eol.org/pages/328663,Sus scrofa,Sus scrofa (wild boar)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,8,http://eol.org/pages/695,Aves,Aves indet. (unidentified bird)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,6,http://eol.org/pages/23815587,Canis sp.,CANIS/Vulpes vulpes (dog or red fox)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,6,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus (wild goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,5,http://eol.org/pages/2775704,Osteichthyes,Pisces indet. (unidentified fish)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,4,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes (red fox)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,4,http://eol.org/pages/42344,Mus,Musculus size mouse
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,4,http://eol.org/pages/42403,Capra,CAPRA or Capra aegagrus (goat or wild goat)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,3,http://eol.org/pages/1228387,Canis lupus familiaris,CANIS (dog)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,3,http://eol.org/pages/916409,Corvus frugilegus,Corvus frugilegus
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,2,http://eol.org/pages/1,Animalia,Other
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,2,http://eol.org/pages/1552,Amphibia,Amphibia indet. (unidentified amphibian)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,2,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus (red deer)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,2,http://eol.org/pages/328673,"Panthera pardus (Linnaeus, 1758)",Panthera pardus (leopard)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1,http://eol.org/pages/1048951,Anas crecca,Anas crecca
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1,http://eol.org/pages/1049693,Columba palumbus,Columba palumbus
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1,http://eol.org/pages/11021570,Bos primigenius,BOS/Bos primigenius (cattle or aurochs)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1,http://eol.org/pages/1177485,Corvus monedula,Corvus monedula
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1,http://eol.org/pages/1703,Reptilia,Reptilia indet. (unidentified reptile)
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1,http://eol.org/pages/328586,Mustela nivalis,Mustela nivalis
Zooarchaeology of Neolithic Ulucak,38.466749,27.352448,Ulucak,8450,7950,1,http://eol.org/pages/34549,Martes,Martes sp.
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,10889,http://eol.org/pages/1642,Mammalia,Cow-size (cattle/red deer/horse); Hare-size (rabbit to medium dog); Medium dog to wild boar; Medium sheep to medium cattle; Microfauna (smaller than rabbit); Pig-size; Sheep-size (medium dog to medium sheep)
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,4404,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,986,http://eol.org/pages/34548,Bos,Aurochs/bison-size (larger than medium cattle); Bos sp.
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,744,[No EOL URI assigned] ,,
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,716,http://eol.org/pages/39510,Ovis,Ovis
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,546,http://eol.org/pages/327955,"Homo sapiens Linnaeus, 1758",Homo
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,501,http://eol.org/pages/7678,Artiodactyla,Large artiodactyl; Medium artiodactyl; Ovis/Capra/Capreolus; Small artiodactyl
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,153,http://eol.org/pages/695,Aves,Bird; Large bird; Medium bird; Shorebird; Small bird
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,148,http://eol.org/pages/42403,Capra,Capra
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,87,http://eol.org/pages/1670,Equidae,Equus sp.; Large equid; Small-medium equid
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,87,http://eol.org/pages/42318,Sus,Sus scrofa
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,48,http://eol.org/pages/311514,"Martes foina (Erxleben, 1777)",Martes foina
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,39,http://eol.org/pages/1228387,Canis lupus familiaris,Canis familiaris
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,28,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,20,http://eol.org/pages/7685,Cervidae,Large cervid
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,17,http://eol.org/pages/10840,Lepus,Lepus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,16,http://eol.org/pages/7687,Bovidae,Large bovid; Small bovid
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,14,http://eol.org/pages/7662,Carnivora,Medium carnivore; Small carnivore
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,13,http://eol.org/pages/23815587,Canis sp.,Canis sp.
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,11,http://eol.org/pages/7676,Canidae,Large canid; Medium canid; Small canid
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,10,http://eol.org/pages/19076,Vulpes,Vulpes sp.
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,6,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,6,http://eol.org/pages/4451944,Equus hydruntinus,Equus hydruntinus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,3,http://eol.org/pages/328581,"Ursus arctos Linnaeus, 1758",Ursus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,3,http://eol.org/pages/328648,"Equus caballus Linnaeus, 1758",Equus caballus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,3,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,3,http://eol.org/pages/7670,Mustelidae,Large mustelid; Small mustelid
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,2,http://eol.org/pages/1049263,"Gallus gallus (Linnaeus, 1758)",Gallus gallus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,2,http://eol.org/pages/1049273,Grus grus,Grus grus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,2,http://eol.org/pages/14116,Mustela,Mustela
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,2,http://eol.org/pages/328046,"Meles meles (Linnaeus, 1758)",Meles meles
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,2,http://eol.org/pages/8120,Testudines,Turtle
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1047918,Anas platyrhynchos Linnaeus 1758,Anas platyrhynchos
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1048641,Phalacrocorax carbo,Phalacrocorax carbo
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1048664,Ardea cinerea,Ardea cinerea
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1048951,Anas crecca,Anas crecca
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1048965,Aythya ferina,Aythya ferina
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1048972,"Aythya marila (Linnaeus, 1761)",Aythya marila
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1049432,Phalacrocorax pygmeus,Phalacrocorax pygmeus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1049690,Columba oenas,Columba oenas
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/10597870,Passerine,Small passerine
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/15610,Capreolus,Capreolus capreolus
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/1686,Lagomorpha,Lagomorpha
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/2775704,Osteichthyes,Fish
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/2822396,Anatinae,Duck
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama
Çatalhöyük Area TP Zooarchaeology,37.668196,32.827191,Çatalhöyük,8150,7950,1,http://eol.org/pages/8016,Accipitridae,Small eagle
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,508,http://eol.org/pages/32609438,Sheep/goat,Ovis/Capra
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,279,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos primigenius f. taur.
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,186,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa f. dom.
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,153,http://eol.org/pages/1642,Mammalia,indeterminate; Ovis orientalis?; sizeclass large mammal; sizeclass midsize mammal
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,123,http://eol.org/pages/57953,Arca,Arca n
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,58,http://eol.org/pages/50301,Cerastoderma,Cerast.
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,38,http://eol.org/pages/57938,Spondylus,Spond
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,34,http://eol.org/pages/57644,Ostrea,Ostrea
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,31,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,28,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",Capra hircus
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,27,http://eol.org/pages/70858,Hexaplex,Hexaplex
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,22,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",Ovis aries
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,21,http://eol.org/pages/328663,Sus scrofa,Sus scrofa
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,13,http://eol.org/pages/57706,Mytilus,Mytilus
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,9,http://eol.org/pages/440086,Venus verrucosa,Ven.veru
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,5,http://eol.org/pages/1228387,Canis lupus familiaris,Canis l. f. fam.
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,5,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,4,http://eol.org/pages/11021570,Bos primigenius,Bos primigenius?
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,4,http://eol.org/pages/118009,Lepus europaeus,Lepus europaeus
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,4,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,4,http://eol.org/pages/4792799,"Patella caerulea Linnaeus, 1758",P.caerul
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,4,http://eol.org/pages/50253,Tapes,Tapes
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,3,[No EOL URI assigned] ,,
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,3,http://eol.org/pages/4852969,Gourmya,Gourmya
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,2,http://eol.org/pages/2385,Patellidae,Pat.sp
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,2,http://eol.org/pages/2972692,Donacilla,Donacill
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,1,http://eol.org/pages/15610,Capreolus,Capreolus capreolus
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,1,http://eol.org/pages/2972737,Bolinus,Bolinus
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,1,http://eol.org/pages/328605,Felis silvestris Schreber 1777,Felis silvestris
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,1,http://eol.org/pages/328673,"Panthera pardus (Linnaeus, 1758)",Panthera pardus
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,1,http://eol.org/pages/4447460,Capra aegagrus,Capra aegagrus?
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,1,http://eol.org/pages/57732,Barbatia,Barbatia
Çukuriçi Höyük Zooarchaeology,37.929167,27.359444,Çukuriçi Höyük,8150,7950,1,http://eol.org/pages/7685,Cervidae,Cervidae
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,2448,http://eol.org/pages/1642,Mammalia,size- boar to deer; size- cattle; size- rabbit to dog; size- sheep/goat; Small cervid or ruminant; Small ruminant (domestic); Small ruminant (wild)
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,433,http://eol.org/pages/449961,Mytilus galloprovincialis,Mytilus galloprovincialis
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,423,http://eol.org/pages/4445650,Sus scrofa domesticus,Sus scrofa domesticus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,316,http://eol.org/pages/328699,"Bos taurus Linnaeus, 1758",Bos taurus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,180,http://eol.org/pages/311906,"Ovis aries Linnaeus, 1758",Ovis aries
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,133,http://eol.org/pages/328660,"Capra hircus Linnaeus, 1758",Capra hircus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,91,http://eol.org/pages/7685,Cervidae,Cervidae; Cervus/Dama
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,87,http://eol.org/pages/32609438,Sheep/goat,Ovis aries / Capra hircus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,84,http://eol.org/pages/313992,"Dama dama (Linnaeus, 1758)",Dama dama
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,53,http://eol.org/pages/2979542,Unio,Unio sp.
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,46,http://eol.org/pages/449907,Helix aspersa,Helix aspersa
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,45,http://eol.org/pages/42318,Sus,Sus scrofa (wild/domestic)
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,40,http://eol.org/pages/7678,Artiodactyla,Cervid or ruminant (wild/domestic); Large cervid or ruminant
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,39,http://eol.org/pages/328663,Sus scrofa,Sus scrofa (wild)
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,32,http://eol.org/pages/15610,Capreolus,Capreolus capreolus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,32,http://eol.org/pages/34548,Bos,Bos taurus/primigenius
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,31,http://eol.org/pages/8120,Testudines,Testudinae
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,24,http://eol.org/pages/449502,Ostrea edulis,Ostrea edulis
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,14,http://eol.org/pages/695,Aves,Aves species unknown
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,12,http://eol.org/pages/1055221,Testudo graeca,Testudo graeca
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,12,http://eol.org/pages/395985,"Cerastoderma edule (Linnaeus, 1758)",Cardium edule
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,11,http://eol.org/pages/118009,Lepus europaeus,Lepus europaeus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,11,http://eol.org/pages/1228387,Canis lupus familiaris,Canis familiaris
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,11,http://eol.org/pages/328649,"Cervus elaphus Linnaeus, 1758",Cervus elaphus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,7,http://eol.org/pages/23815587,Canis sp.,Canis / Vulpes; Canis familiaris / lupus
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,4,[No EOL URI assigned] ,,
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,4,http://eol.org/pages/1670,Equidae,Equus sp. (domestic); Equus sp. (wild)
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,3,http://eol.org/pages/328581,"Ursus arctos Linnaeus, 1758",Ursus arctos
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,2,http://eol.org/pages/328609,"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes
Ilıpınar Zooarchaeology,40.468303,29.309099,Ilıpınar,8150,7350,2,http://eol.org/pages/791491,Mauremys caspica,Mauremys caspica
